 DIVIPOLA,"COMPORTAMIENTO DE LAS LESIONES NO FATALES POR VIOLENCIA INTERPERSONAL EN COLOMBIA AÑO 2021

CASOS Y TASAS X 100.00 HABITANTES",VIOLENCIA INTERPERSONAL (CASOS),VIOLENCIA INTERPERSONAL (CASOS).1,VIOLENCIA INTERPERSONAL (CASOS).2,VIOLENCIA INTERPERSONAL (CASOS).3,VIOLENCIA INTERPERSONAL (CASOS).4,VIOLENCIA INTERPERSONAL (CASOS).5,VIOLENCIA INTERPERSONAL (CASOS).6,VIOLENCIA INTERPERSONAL (TASAS),VIOLENCIA INTERPERSONAL (TASAS).1,VIOLENCIA INTERPERSONAL (TASAS).2,VIOLENCIA INTERPERSONAL (TASAS).3,VIOLENCIA INTERPERSONAL (TASAS).4,VIOLENCIA INTERPERSONAL (TASAS).5,VIOLENCIA INTERPERSONAL (TASAS).6
CÓDIGOS,SEXO,Hombre,Hombre,HOMBRE,Mujer,Mujer,MUJER,TOTAL,Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),HOMBRE (TASA X 100.000 HAB.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),MUJER (TASA X 100.000 HAB.),TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,(TASA X 100.000 HAB.)
52352,Iles,-,7,7,-,-,-,7,0,258.3979328165375,189.2403352257367,0,0,0,91.74311926605505
52354,Imués,-,4,4,-,1,1,5,0,142.70424545130217,112.07621182404036,0,32.1646831778707,25.806451612903228,67.16818914562063
52356,Ipiales,7,102,109,5,57,62,171,44.05286343612335,257.49122762729405,196.38578094877752,32.69469692015955,126.62727151552849,102.80730263485167,147.6556428633106
52378,La Cruz,-,1,1,-,-,-,1,0,14.204545454545453,10.985389432055367,0,0,0,5.365094693921348
52381,La Florida,1,5,6,-,2,2,8,87.41258741258741,133.5113484646195,122.72448353446512,0,49.21259842519685,39.8406374501992,80.7346856393178
52385,La Llanada,-,-,-,-,1,1,1,0,0,0,0,42.3728813559322,30.275507114744173,15.45833977430824
52399,La Unión,-,3,3,-,1,1,4,0,25.191031992610633,19.082755549901407,0,8.087343307723414,6.241028521500343,12.600806451612902
52405,Leiva,-,1,1,-,-,-,1,0,28.169014084507044,20.197939810139363,0,0,0,10.450412791305256
52411,Linares,1,-,1,-,-,-,1,93.98496240601503,0,19.968051118210862,0,0,0,9.99000999000999
52418,Los Andes,-,-,-,-,1,1,1,0,0,0,0,28.768699654775602,21.677866897897246,10.792143319663285
52435,Mallama,-,3,3,-,-,-,3,0,91.79926560587515,67.34006734006735,0,0,0,33.54203935599284
52480,Nariño,-,2,2,-,1,1,3,0,124.14649286157666,92.89363678588016,0,58.44535359438924,45.62043795620438,69.04487917146145
52490,Olaya Herrera,-,1,1,-,-,-,1,0,14.05678942929435,7.999360051195904,0,0,0,3.9676241866370416
52506,Ospina,-,-,-,-,1,1,1,0,0,0,0,35.7398141529664,28.08988764044944,14.304105278214847
52001,Pasto,44,620,664,25,252,277,941,98.59723031416664,442.60738583228033,359.4921631791235,57.90790327063837,153.01475499423157,133.26149079677862,239.70430525235182
52540,Policarpa,-,5,5,-,-,-,5,0,141.12334180073384,102.69049086054632,0,0,0,51.14043162524292
52560,Potosí,-,7,7,-,-,-,7,0,195.69471624266143,142.1031262687779,0,0,0,69.6101829753381
52565,Providencia,-,2,2,-,-,-,2,0,102.82776349614394,74.65472191116088,0,0,0,36.023054755043226
52573,Puerres,-,1,1,-,1,1,2,0,33.366700033366705,24.437927663734115,0,30.4228780042592,23.413720440177944,23.914863087408825
52585,Pupiales,-,3,3,-,1,1,4,0,47.72510340439071,35.60830860534125,0,14.359563469270535,11.376564277588168,23.235550392099913
52612,Ricaurte,-,-,-,-,2,2,2,0,0,0,0,32.232070910556004,20.181634712411707,9.97207818109294
52621,Roberto Payán,-,4,4,-,-,-,4,0,109.46907498631637,62.85355122564425,0,0,0,31.513432600646027
52678,Samaniego,-,1,1,-,5,5,6,0,9.650646593321753,7.319572536963841,0,45.850527281063734,35.52902721523485,21.633315305570576
52835,San Andrés de Tumaco,3,102,105,4,44,48,153,6.525711302531977,126.9651592665895,83.12946820891622,8.990784445942907,51.01863339633362,36.7160548599053,59.523346379190954
52693,San Pablo,-,3,3,-,-,-,3,0,54.55537370430987,42.11117349803481,0,0,0,20.28534721752654
52683,Sandoná,2,19,21,-,6,6,27,87.60402978537013,254.79415314469625,215.605749486653,0,74.6268656716418,59.8503740648379,136.6051100430053
52699,Santacruz,-,1,1,-,2,2,3,0,24.807740014884644,17.94043774668102,0,49.51720722951226,36.36363636363636,27.090482210583346
52720,Sapuyes,-,1,1,-,-,-,1,0,37.13330857779428,27.808676307007786,0,0,0,13.831258644536652
52786,Taminango,1,5,6,-,2,2,8,51.22950819672131,72.17090069284065,67.56756756756756,0,27.987685418415897,22.229632099588752,44.750237735637974
52788,Tangua,-,9,9,-,8,8,17,0,179.4974072596729,137.29977116704805,0,151.6300227445034,118.29069939376015,127.64679381288481
52838,Túquerres,1,14,15,3,12,15,30,18.057060310581438,85.95284872298625,68.7253734078622,56.99088145896656,68.66952789699572,65.96596156383306,67.31740154830024
52885,Yacuanquer,-,6,6,1,4,5,11,0,148.84644008930786,111.21408711770157,80.06405124099278,92.78589654372536,89.92805755395683,100.41077133728892
54,Norte de Santander,57,895,952,44,407,451,1403,22.513715592525447,160.77545865915064,117.55176228860441,18.279940673283452,68.72805810307182,54.148807165412,85.40577788653876
54003,Ábrego,1,16,17,1,5,6,23,16.534391534391535,142.65335235378032,98.47080630213159,17.16738197424893,44.224305678400846,35.0242250890199,66.87018461985754
54051,Arboledas,-,1,1,-,-,-,1,0,26.406126221283337,18.278194114421495,0,0,0,9.809691975671964
54099,Bochalema,-,5,5,-,-,-,5,0,153.23322096230464,107.15816545220746,0,0,0,55.75379125780553
54128,Cáchira,1,2,3,-,-,-,3,50.70993914807302,50.31446540880503,50.44560282495376,0,0,0,26.429389481102987
54125,Cácota,-,3,3,-,1,1,4,0,267.85714285714283,188.9168765743073,0,106.72358591248667,73.20644216691069,135.40961408259986
54172,Chinácota,-,19,19,1,9,10,29,0,286.96571514876905,203.95019321597252,36.99593044765076,126.74271229404309,101.99918400652795,151.67364016736403
54174,Chitagá,-,6,6,1,1,2,8,0,136.7677228174151,91.84142048063677,51.86721991701245,24.372410431391664,33.1619963521804,63.673989175421845
54206,Convención,-,2,2,-,-,-,2,0,31.206116398814167,19.640577432976528,0,0,0,10.04217714400482
54001,Cúcuta,30,491,521,21,238,259,780,26.46599560664473,182.56656614970458,136.28183397158224,19.444444444444443,79.97446193652446,63.85680296847841,98.99846552378438
54223,Cucutilla,-,4,4,-,1,1,5,0,125.94458438287154,89.66599417171038,0,34.81894150417828,24.213075060532688,58.200442323361656
54239,Durania,-,3,3,-,1,1,4,0,166.11295681063123,119.66493817311527,0,57.67012687427913,42.17629692113032,82.00082000820008
54245,El Carmen,-,-,-,-,3,3,3,0,0,0,0,70.50528789659225,43.7636761487965,21.074815595363543
54250,El Tarra,-,1,1,-,-,-,1,0,14.795088030773783,8.573388203017831,0,0,0,4.49842555105713
54261,El Zulia,-,16,16,1,5,6,22,0,160.03200640128026,105.56178663323875,21.119324181626187,50.46427129592249,40.97520999795124,73.8255033557047
54313,Gramalote,-,2,2,-,-,-,2,0,61.55740227762388,46.26416840157298,0,0,0,25.644313373509426
54344,Hacarí,-,2,2,-,1,1,3,0,62.09251785159888,35.90019745108598,0,34.08316291751875,19.31620629708325,27.91216970599181
54385,La Esperanza,-,4,4,-,-,-,4,0,101.16337885685383,61.69031462060457,0,0,0,31.88521323236349
54398,La Playa,1,4,5,1,1,2,7,68.7757909215956,144.8225923244026,118.59582542694497,72.20216606498195,39.8247710075667,51.3347022587269,86.29191321499013
54377,Labateca,-,3,3,-,-,-,3,0,124.01818933443572,87.33624454148472,0,0,0,45.01800720288115
54405,Los Patios,8,41,49,1,19,20,69,57.4341302318903,123.2749030337653,103.83995931168941,7.429972509101717,50.102842677074,38.9248944162239,70.00172468017328
54418,Lourdes,-,1,1,-,1,1,2,0,67.84260515603799,44.86316733961417,0,73.69196757553426,49.529470034670624,47.080979284369114
54480,Mutiscua,-,2,2,-,1,1,3,0,120.70006035003017,84.45945945945947,0,64.18485237483954,44.943820224719104,65.31678641410844
54498,Ocaña,4,88,92,7,37,44,136,21.085925144965735,200.39167463679007,146.30112588257742,37.06841770811268,74.99746630181413,64.49816033656313,103.73523107785482
54518,Pamplona,6,70,76,3,51,54,130,84.9737997450786,365.45891197661064,289.9103566660309,43.271311120726956,237.22033582957346,189.9268429938098,237.89046059253025
54520,Pamplonita,-,7,7,-,4,4,11,0,330.65658951346245,227.86458333333334,0,202.02020202020202,142.85714285714286,187.32970027247956
54553,Puerto Santander,-,5,5,-,-,-,5,0,171.35023989033584,107.36525660296329,0,0,0,53.24246619103397
54599,Ragonvalia,-,4,4,1,1,2,6,0,162.60162601626016,116.41443538998836,124.84394506866417,45.682960255824575,66.8896321070234,93.37068160597573
54660,Salazar,-,8,8,-,-,-,8,0,203.87359836901123,140.79549454417457,0,0,0,73.5632183908046
54670,San Calixto,-,2,2,-,1,1,3,0,50.76142131979696,30.660738923808065,0,29.35995302407516,17.188037126160193,24.309213191799692
54673,San Cayetano,-,3,3,1,-,1,4,0,112.02389843166542,75.30120481927712,78.98894154818325,0,25.54931016862545,50.645733096986575
54680,Santiago,1,2,3,-,1,1,4,177.3049645390071,150.03750937734435,158.144438587243,0,78.92659826361484,54.91488193300385,107.58472296933834
54720,Sardinata,1,4,5,-,-,-,5,19.561815336463223,44.072278536800354,35.2410487736115,0,0,0,18.401972691472526
54743,Silos,1,1,2,-,-,-,2,89.68609865470852,42.265426880811496,57.454754380925024,0,0,0,30.13863773357444
54800,Teorama,-,1,1,3,1,4,5,0,18.358729575913348,10.931351114997813,83.19467554076539,19.376089905057157,45.62564161058515,27.909572983533355
54810,Tibú,1,15,16,-,-,-,16,8.036647110825363,79.73633850733574,51.191809310510315,0,0,0,26.874496103198062
54820,Toledo,-,8,8,-,5,5,13,0,136.4256480218281,93.6768149882904,0,91.00837277029487,62.437562437562434,78.55934251873339
54874,Villa del Rosario,2,49,51,2,19,21,72,11.973180076628353,129.12066194102613,93.31601192981172,12.677484787018255,44.844107720267175,36.11660503912632,63.830918987925315
86,Putumayo,11,204,215,8,127,135,350,18.002684036529082,167.77143609059658,117.68183211455096,13.50621285791464,103.96457018427105,74.4256818219407,96.13139788785585
86219,Colón,-,1,1,-,1,1,2,0,53.90835579514825,37.56574004507889,0,46.2962962962963,33.96739130434783,35.67606136282554
86001,Mocoa,4,65,69,1,38,39,108,46.560353858689325,316.67153853649035,236.97496307998762,11.750881316098708,171.72812725958062,127.29290423656896,180.73801355535102
86320,Orito,1,37,38,-,20,20,58,14.673514306676449,292.3745555116555,195.17205957883925,0,151.57256536566882,100.99479876786346,147.6841596007435
86568,Puerto Asís,3,42,45,4,33,37,82,27.171451861244453,182.00728029121163,131.89905325790662,37.27518404622123,141.6613007083065,108.74037500734732,120.3351774943868
86569,Puerto Caicedo,-,5,5,1,-,1,6,0,85.94018563080097,59.21364282330649,39.714058776806986,0,12.85016705217168,36.97769012695674
86571,Puerto Guzmán,-,3,3,-,4,4,7,0,24.95632642874969,15.349194167306216,0,38.40614498319731,22.69117313365101,18.830871869367552
86573,Puerto Leguízamo,-,9,9,-,5,5,14,0,91.45412051620771,56.76442762535478,0,61.30456105934282,35.59225512528474,46.818045012206134
86755,San Francisco,1,2,3,-,1,1,4,128.2051282051282,102.35414534288638,109.72933430870519,0,47.84688995215311,34.376074252320386,70.8842814105972
86757,San Miguel,-,3,3,1,6,7,10,0,46.14674665436087,30.12350637614218,29.231218941829873,94.89166534872687,71.83908045977012,50.75369233111709
86760,Santiago,-,1,1,-,1,1,2,0,42.10526315789474,27.99552071668533,0,37.59398496240602,26.068821689259646,26.99784017278618
86749,Sibundoy,1,6,7,-,2,2,9,44.50378282153983,114.96455259628281,93.75837128315028,0,32.685079261317206,24.32794063982484,57.37234652897303
86865,Valle del Guamuez,-,17,17,-,10,10,27,0,144.16553595658073,96.75032724375392,0,81.78621084485157,56.91843588138198,76.83551508252704
86885,Villagarzón,1,13,14,1,6,7,21,23.679848448969928,163.29606833312397,114.90479317137229,24.295432458697764,73.84615384615384,57.18487051711461,85.97748208802456
63,Quindío,44,497,541,34,273,307,848,68.85435738541227,240.76191214370144,200.1250319053309,55.7687891611718,118.27397972446062,105.21409526159583,150.85827327762723
63001,Armenia,20,280,300,20,157,177,477,60.644652657751905,249.64781825638832,206.7012546766159,62.821962558110314,119.40071488326109,108.37221262995482,154.63767129282928
63111,Buenavista,-,1,1,-,-,-,1,0,81.10300081103001,59.347181008902076,0,0,0,31.58559696778269
63130,Calarcá,9,96,105,4,42,46,151,101.60307067058027,338.1829710783105,281.91703584373744,47.09206498704968,139.73450444156106,119.32245596741977,199.21895614544303
63190,Circasia,1,16,17,2,6,8,25,29.533372711163615,148.68506644363907,120.16681982045664,60.60606060606061,50.14206919605549,52.40403511070353,84.9964301499337
63212,Córdoba,1,4,5,-,9,9,14,124.53300124533001,174.52006980802793,161.55088852988692,0,454.77513895907026,331.858407079646,241.08834165662134
63272,Filandia,-,8,8,-,9,9,17,0,171.56337122024448,130.52700277369883,0,182.5557809330629,143.4034416826004,137.04151551793632
63302,Génova,1,4,5,-,1,1,6,99.70089730807577,131.70892327955218,123.76237623762377,0,37.50937734433609,28.60411899313501,79.61783439490446
63401,La Tebaida,3,34,37,-,21,21,58,65.87615283267458,268.159949522833,214.70434631230776,0,153.50877192982455,116.7185415740329,164.6557842441448
63470,Montenegro,6,22,28,5,11,16,44,126.26262626262627,157.79658585568785,149.78067829250026,110.22927689594356,74.6471226927253,83.02200083022001,115.89316757098457
63548,Pijao,-,3,3,-,2,2,5,0,152.12981744421907,111.52416356877323,0,105.82010582010582,80.25682182985554,96.487842531841
63594,Quimbaya,3,18,21,2,3,5,26,80.38585209003216,155.99272033971747,137.51555235413528,56.931397665812696,23.56637863315004,30.78249091916518,82.50301453322332
63690,Salento,-,11,11,1,12,13,24,0,292.16467463479415,221.5508559919436,96.24639076034649,329.6703296703297,277.8371446890361,248.8593944421402
66,Risaralda,85,627,712,42,335,377,1089,71.92296627235957,182.6353671786477,154.28320068300653,37.29454700444871,84.91331237960053,74.33888673080449,112.42729391942814
66045,Apía,4,12,16,1,10,11,27,240.24024024024024,257.4554816562969,252.92443882390137,68.63417982155113,220.6531332744925,183.67006177992985,219.2448233861145
66075,Balboa,-,1,1,-,-,-,1,0,40.27386226339106,29.84183825723665,0,0,0,15.75795776867318
66088,Belén de Umbría,-,16,16,4,12,16,32,0,175.9014951627089,127.32770969282191,126.62234884457106,130.80444735120994,129.7332360334063,128.51921763926262
66170,Dosquebradas,18,95,113,5,64,69,182,69.7728506085743,119.71520383088651,107.4624594638289,19.791006966434452,67.27140860022915,57.30849411549738,80.69021165663212
66318,Guática,-,1,1,-,1,1,2,0,21.598272138228943,16.00768368817032,0,22.660321776569226,16.7897918065816,16.389412439564044
66383,La Celia,2,4,6,-,2,2,8,202.6342451874367,135.0438892640108,151.93719929095974,0,74.54342154304882,56.59309564233164,106.90899371909661
66400,La Virginia,1,7,8,1,14,15,23,28.835063437139564,71.72131147540983,60.47777441790142,28.885037550548812,121.66507343356217,100.2070946623021,81.56896123701104
66440,Marsella,1,10,11,3,7,10,21,44.34589800443459,161.60310277957336,130.28544356271468,137.4885426214482,112.54019292604501,119.019281123542,124.6660730186999
66456,Mistrató,1,17,18,1,8,9,27,25.974025974025974,343.226327478296,204.4757469044644,27.307482250136534,162.43654822335026,104.80959590078024,155.26164462334674
66001,Pereira,53,398,451,24,179,203,654,97.06604153694003,232.8275087456564,199.9609832227858,46.10951008645533,88.08664970547564,79.52706858524088,136.0224457834082
66572,Pueblo Rico,1,7,8,-,4,4,12,23.46866932644919,169.2047377326565,95.26077637532745,0,93.45794392523365,48.90573419733463,72.3894552693491
66594,Quinchía,-,13,13,-,2,2,15,0,133.3196595221003,93.19664492078284,0,20.601565718994642,14.776505356483192,54.57720855770631
66682,Santa Rosa de Cabal,3,38,41,2,26,28,69,31.655587211142766,128.11867835468644,104.76020134399674,22.353861629596512,81.46384258679032,68.52164549837262,86.25
66687,Santuario,1,8,9,1,6,7,16,60.024009603841534,169.1689574962994,140.7349491790461,64.51612903225806,130.86150490730643,114.09942950285249,127.69353551476455
68,Santander,248,2713,2961,106,1102,1208,4169,79.50399764052652,332.2434084034437,262.38276514748725,35.63288713787238,125.15999922768785,102.55095500576849,180.75358071152482
68013,Aguada,-,1,1,-,-,-,1,0,135.68521031207598,103.09278350515464,0,0,0,52.96610169491525
68020,Albania,1,3,4,-,4,4,8,171.23287671232876,176.47058823529412,175.13134851138355,0,252.3659305993691,190.38553069966682,182.44013683010263
68051,Aratoca,2,9,11,-,1,1,12,165.7000828500414,284.2703727100442,251.5435627715527,0,33.15649867374005,23.76425855513308,139.84384104416733
68077,Barbosa,9,114,123,1,54,55,178,189.75332068311195,1012.3434863688838,768.5578605348663,22.967386311437757,426.43923240938165,323.2062055591467,539.0509069985766
68079,Barichara,-,1,1,-,2,2,3,0,25.57544757033248,18.744142455482663,0,47.98464491362764,35.714285714285715,27.434842249657066
68081,Barrancabermeja,15,214,229,21,174,195,424,46.47128074849743,299.5772321303581,220.80376427028696,68.01399144966965,221.73231557350934,178.32810542391792,199.00404109621186
68092,Betulia,-,9,9,1,6,7,16,0,404.3126684636119,276.83789603199017,108.57763300760044,306.7484662576687,243.30900243309003,261.0966057441253
68101,Bolívar,-,13,13,-,7,7,20,0,327.12632108706595,230.45559297996812,0,178.4348712719857,128.2051282051282,180.1639491937663
68001,Bucaramanga,86,903,989,28,325,353,1342,117.99410029498524,411.97134905789494,338.6116579645639,39.86219071210956,128.99282402997397,109.5613201983898,218.47106072421042
68132,California,1,2,3,-,-,-,3,278.5515320334262,251.25628140703517,259.7402597402597,0,0,0,132.9198050509526
68147,Capitanejo,2,17,19,-,13,13,32,257.0694087403599,848.3033932135729,682.961897915169,0,618.4586108468126,471.35605511240027,577.6173285198556
68152,Carcasí,-,4,4,-,1,1,5,0,251.73064820641915,172.8608470181504,0,71.89072609633358,50.2008032128514,116.11704598235022
68160,Cepitá,-,3,3,-,-,-,3,0,401.0695187165776,290.4162633107454,0,0,0,146.55593551538837
68162,Cerrito,1,7,8,-,1,1,9,93.54536950420955,268.0965147453083,217.3913043478261,0,42.86326618088298,30.03003003003003,128.38801711840227
68167,Charalá,-,12,12,-,3,3,15,0,275.1662462737904,196.174595389897,0,64.55777921239509,47.68717215069146,120.88974854932303
68169,Charta,-,2,2,-,-,-,2,0,175.43859649122808,132.4503311258278,0,0,0,68.4931506849315
68176,Chima,1,-,1,-,-,-,1,240.96385542168676,0,66.35700066357,0,0,0,34.50655624568668
68179,Chipatá,-,3,3,-,-,-,3,0,145.4192922927775,111.64867882396724,0,0,0,58.26374053214216
68190,Cimitarra,5,56,61,4,21,25,86,92.37021984112322,450.37799581791865,341.7941390709923,74.71049682480388,181.2219537452537,147.56227127847953,247.20457615913077
68207,Concepción,1,9,10,-,4,4,14,115.87485515643105,428.9799809342231,337.7237419790611,0,192.49278152069297,139.86013986013987,240.50850369352344
68209,Confines,-,7,7,-,1,1,8,0,568.1818181818182,394.8110547095319,0,94.07337723424271,64.22607578676943,240.24024024024024
68217,Coromoro,1,8,9,-,3,3,12,120.91898428053204,428.49491162292446,334.075723830735,0,177.83046828689982,125.73344509639564,236.2204724409449
68229,Curití,-,12,12,-,2,2,14,0,250.41736227045075,179.31858936043037,0,41.211621677313005,29.673590504451038,104.22870756402621
68235,El Carmen de Chucurí,3,6,9,1,10,11,20,83.40283569641367,77.20020586721564,79.16263523616853,28.328611898016995,139.60631020522126,102.87103712709249,90.65361254645998
68245,El Guacamayo,-,-,-,-,2,2,2,0,0,0,0,263.5046113306983,188.5014137606032,94.87666034155598
68250,El Peñón,3,11,14,-,4,4,18,294.6954813359529,567.8884873515747,473.77326565143824,0,238.23704586063135,153.08075009567548,323.2758620689655
68255,El Playón,-,14,14,-,8,8,22,0,285.2485737571312,192.67822736030828,0,168.4565171615077,115.49011115923199,155.0059888677517
68264,Encino,-,2,2,-,-,-,2,0,223.71364653243847,147.16703458425312,0,0,0,76.5696784073507
68266,Enciso,-,1,1,-,-,-,1,0,76.51109410864575,56.17977528089888,0,0,0,28.71088142405972
68271,Florián,1,9,10,-,1,1,11,113.25028312570782,443.3497536945813,343.2887058015791,0,51.94805194805195,36.52300949598247,194.6558131304194
68276,Floridablanca,28,283,311,7,101,108,419,73.29267335026046,259.2881029822713,211.06496185900048,19.082928956981625,79.31833352966584,65.84683295024296,134.56875371348738
68296,Galán,-,1,1,-,2,2,3,0,93.63295880149813,66.8002672010688,0,192.86403085824494,140.25245441795232,102.63427984946972
68298,Gámbita,1,9,10,2,7,9,19,151.9756838905775,622.4066390041494,475.2851711026616,318.9792663476874,527.9034690799397,460.8294930875576,468.3263495193493
68307,Girón,27,274,301,15,97,112,413,113.29305135951662,446.2322687816556,353.141315187423,65.35378180550714,147.7442349285649,126.40227524095434,237.57341478707556
68318,Guaca,-,9,9,-,2,2,11,0,392.3278116826504,284.539993676889,0,103.09278350515464,71.14905727499111,184.13123535319718
68320,Guadalupe,-,14,14,1,1,2,16,0,850.0303582270794,620.5673758865248,173.3102253032929,59.38242280285036,88.45643520566122,354.21740092982066
68324,Guavatá,-,10,10,-,-,-,10,0,600.9615384615385,469.4835680751174,0,0,0,236.0160490913382
68327,Güepsa,2,14,16,2,6,8,24,275.4820936639118,707.4279939363315,591.4972273567467,294.11764705882354,302.571860816944,300.41306796845663,447.0938897168405
68377,La Belleza,3,11,14,-,3,3,17,328.2275711159737,479.0940766550522,436.13707165109037,0,139.53488372093022,98.81422924901185,272.1741914825488
68397,La Paz,-,7,7,-,1,1,8,0,358.0562659846548,268.0965147453083,0,56.36978579481398,42.3728813559322,160.93341380004023
68385,Landázuri,-,17,17,-,13,13,30,0,445.4926624737945,309.6539162112933,0,351.92203573362207,249.28092042186003,280.2428771602055
68406,Lebrija,2,46,48,1,18,19,67,30.36744609778318,284.72394156969546,211.06323102629497,15.6128024980484,115.97938144329896,86.65906499429875,149.9988806053686
68418,Los Santos,-,6,6,-,2,2,8,0,112.31748408835642,77.76049766718506,0,39.936102236421725,27.631942525559545,53.49739200213989
68425,Macaravita,-,3,3,-,-,-,3,0,376.88442211055275,268.5765443151298,0,0,0,141.04372355430183
68432,Málaga,1,45,46,-,5,5,51,32.19575016097875,605.815831987076,436.68122270742356,0,59.031877213695395,43.944454209878714,232.74917853231105
68444,Matanza,-,9,9,-,1,1,10,0,461.06557377049177,336.70033670033666,0,55.5864369093941,41.35649296939619,196.42506383814575
68464,Mogotes,-,12,12,-,4,4,16,0,326.17559119325904,221.72949002217294,0,109.17030567685589,74.72445357743321,148.62981885740825
68468,Molagavita,-,1,1,-,-,-,1,0,62.46096189881324,45.682960255824575,0,0,0,24.09058058299205
68498,Ocamonte,-,2,2,-,-,-,2,0,90.99181073703367,64.18485237483954,0,0,0,34.04834865509022
68500,Oiba,-,11,11,-,3,3,14,0,271.7391304347826,194.621372965322,0,72.4287783679382,53.12555339118116,123.90477033365785
68502,Onzaga,1,3,4,-,-,-,4,167.22408026755852,192.43104554201412,185.44274455261936,0,0,0,96.9227041434456
68533,Páramo,2,4,6,-,-,-,6,254.12960609911056,225.4791431792559,234.28348301444746,0,0,0,121.85215272136475
68547,Piedecuesta,23,162,185,4,38,42,227,90.36262915962755,251.65439463137292,205.9514399902034,16.603021749958494,53.445099225046064,44.12089124200309,122.68943897956977
68549,Pinchote,-,3,3,-,1,1,4,0,147.49262536873155,107.02818408847664,0,49.72650422675286,37.85011355034065,73.46189164370982
68572,Puente Nacional,2,6,8,-,3,3,11,106.72358591248667,106.97093956141914,106.90899371909661,0,52.46589716684156,39.8671096345515,73.29424307036248
68573,Puerto Parra,1,11,12,-,3,3,15,68.63417982155113,408.3147735708983,289.0869669959046,0,120.04801920768307,75.83417593528817,185.02528678919452
68575,Puerto Wilches,5,32,37,5,32,37,74,79.69397513547976,277.2483105181078,207.67849124382576,85.94018563080097,292.2107570084924,220.64523823722342,213.9655920196617
68615,Rionegro,-,46,46,1,9,10,56,0,453.8727183029107,319.17846239245074,25.581990278843694,99.5575221238938,77.22604062089736,204.67088191221083
68655,Sabana de Torres,3,15,18,-,21,21,39,48.77255730775484,129.84764542936287,101.67768174885613,0,184.94055482166448,121.79561535784713,111.603949062813
68669,San Andrés,1,4,5,-,-,-,5,83.82229673093043,119.18951132300357,109.91426687183997,0,0,0,57.53077896674721
68673,San Benito,-,1,1,-,1,1,2,0,79.4912559618442,61.652281134401974,0,97.75171065493646,72.30657989877079,66.55574043261231
68679,San Gil,3,66,69,4,36,40,109,38.14852492370295,312.677657760091,238.16098301808643,52.13764337851929,151.9115537176133,127.51036021676761,180.63703556395214
68684,San José de Miranda,-,7,7,-,-,-,7,0,422.1954161640531,311.52647975077883,0,0,0,161.4391143911439
68689,San Vicente de Chucurí,4,40,44,4,14,18,62,75.72889057175313,321.95750160978747,248.50333220377274,83.05647840531562,122.34553875731889,110.70791561596654,182.54085087590167
68705,Santa Bárbara,-,1,1,-,-,-,1,0,102.6694045174538,74.57121551081282,0,0,0,40.4040404040404
68720,Santa Helena del Opón,-,3,3,-,-,-,3,0,240.96385542168676,166.02102933038185,0,0,0,86.98173383589446
68745,Simacota,-,3,3,-,2,2,5,0,76.06490872210954,54.45634416409512,0,61.19951040391676,41.40786749482402,48.36057645807138
68755,Socorro,-,5,5,-,-,-,5,0,41.90763557120108,30.95400235250418,0,0,0,14.70285529449819
68770,Suaita,-,7,7,-,6,6,13,0,184.79408658922915,135.18733101583624,0,156.94480774261052,117.8318931657502,126.58227848101266
68773,Sucre,-,1,1,-,1,1,2,0,38.8651379712398,27.307482250136534,0,39.0625,28.735632183908045,28.003360403248394
68780,Suratá,-,4,4,-,3,3,7,0,265.78073089700996,192.86403085824494,0,214.2857142857143,153.2958610117527,173.6541801041925
68820,Tona,2,3,5,-,1,1,6,161.94331983805668,102.70455323519343,120.3079884504331,0,39.682539682539684,27.40476842970677,76.87379884689302
68855,Valle de San José,1,6,7,-,3,3,10,109.17030567685589,258.9555459646094,216.51716671821836,0,132.80212483399734,94.54774661203908,156.1036528254761
68861,Vélez,3,37,40,3,11,14,54,104.52961672473867,356.0431100846805,301.6136329362087,105.26315789473684,117.19582356701471,114.41647597254004,211.7813161816613
68867,Vetas,-,4,4,-,1,1,5,0,508.9058524173028,360.36036036036035,0,126.26262626262627,92.42144177449168,228.10218978102188
68872,Villanueva,1,2,3,1,1,2,5,88.80994671403198,70.42253521126761,75.642965204236,100.1001001001001,32.2061191626409,48.732943469785575,61.95786864931846
68895,Zapatoca,-,1,1,-,2,2,3,0,30.31221582297666,21.240441801189466,0,54.68963631391851,40.290088638195,31.017369727047146
70,Sucre,39,317,356,25,156,181,537,24.97822411231234,97.1391449303785,73.78666534016482,16.78640972268851,47.1220794127864,37.7095117555757,55.79470043856505
70110,Buenavista,-,2,2,-,3,3,5,0,53.06447333510214,36.003600360036,0,80.14961261020571,53.937432578209275,44.97616263380409
70124,Caimito,-,1,1,-,-,-,1,0,17.661603673613563,11.890606420927467,0,0,0,6.153088850603003
